0.16225,0.0090779,0.0063152,0.0022103,0.0076428,0.0033357,0.0084223,0.018948,0.013914,0.0084706,0.0059997,0.0041891,0.014305,0.011937,0.011016,0.011008,0.014491,0.0033041,0.0068531,0.0081803,0.0063492,0.0052441,0.0076305,0.0099554,0.012891,0.014703,0.0015718,0.0018788,0.010454,0.011172,0.0019498,0.010258,0.00072214,5.5747e-06,0.0074839,0.0064499,0.014276,0.011317,0.011652,0.0013862,0.0068024,0.012528,0.015783,0.012501,0.0053858,0.0035354,0.011627,0.014582,0.012879,0.0079794,0.016931,0.012261,0.01044,0.010875,0.01169,0.0044705,0.0085578,0.00025482,0.016265,0.0026345,0.0112,0.010214,0.0076507,0.0069775,0.0077313,0.0056682,0.0075266,0.011882,0.0091284,0.011326,0.0040704,0.0067842,0.0029553,0.014095,0.0034675,0.011277,0.0019056,0.01757,0.0011848,0.0060945,0.0069205,0.0037379,0.0055895,0.0041896,0.0074114,0.011688,0.001678,0.0042628,0.0073709,0.014784,0.017717,0.010808,0.0072778,0.010893,0.010857,0.012931,0.0053691,0.0017009,0.0057516,0.013146
0.0046159,0.40835,0.0092845,0.0075668,0.0076309,0.0034236,0.0053201,0.0087537,0.00025955,0.0094805,0.0016094,0.0049597,0.0092551,0.014304,0.0036792,0.0043597,0.0046236,0.0014079,0.0065493,0.0036946,0.0098774,0.0043463,0.0057957,0.0039142,0.011187,0.012353,0.0012136,0.002229,0.0063948,0.0018766,0.00084607,0.0074984,0.00054221,6.3393e-06,0.0045028,0.0055723,0.0023061,0.0014952,0.0048982,0.00071032,0.0050716,0.0075377,0.010264,0.004811,0.0021179,0.0012322,0.008763,0.0094426,0.0030257,0.0086111,0.010175,0.018535,0.0063383,0.0071344,0.0059348,0.0018811,0.009622,3.2807e-06,0.01279,0.0030964,0.010829,0.012115,0.0054011,0.0022096,0.0060328,0.0065296,0.011043,0.0080752,0.0063823,0.0074988,0.001248,0.0042664,0.0082687,0.0098263,0.0039321,0.01121,0.0039905,0.00485,0.0022306,0.0065242,0.011511,0.0013842,0.0090156,0.0096878,0.0078065,0.0044009,0.00046631,0.0033823,0.012049,0.0027997,0.0049778,0.0043365,0.0083506,0.0052787,0.0034621,0.011114,0.0034698,0.0018819,0.010496,0.0085875
0.0027566,0.0079702,0.47701,0.0098443,0.0046243,0.0014756,0.0072672,0.0076783,0.0056206,0.011333,0.0028969,0.0042906,0.0066778,0.011082,0.0058886,0.0039753,0.0057343,0.0014674,0.00588,0.0045744,0.0071957,0.006844,0.0041802,0.0022768,0.015559,0.01035,0.0007458,0.0012028,0.0025205,0.0040151,0.0013878,0.0024278,0.00079495,7.3437e-06,0.005068,0.0034816,0.0068866,0.0035366,0.0037695,0.00015529,0.0041878,0.00085136,0.0097821,0.004727,0.0017785,0.0017296,0.005399,0.0099636,0.0024515,0.0082259,0.0091137,0.014061,0.0086461,0.0031083,0.0017573,0.0041268,0.0033024,4.1087e-05,0.0085727,0.001455,0.0067241,0.00082309,0.0048617,0.0012304,0.0081346,0.0051309,0.010164,0.0096752,0.0063123,0.012326,0.0015784,0.0051556,0.0071246,0.0074418,0.0098165,0.002416,0.0052685,0.0033702,0.0013002,0.0082972,0.0041179,0.0043435,0.004492,0.0051608,0.011508,0.0048033,3.4849e-05,0.0025158,0.012238,0.0054097,0.0055746,0.0036322,0.0099926,0.010295,0.0077704,0.0027553,0.0030915,0.0026432,0.0032366,0.0055013
0.0011278,0.0075933,0.011508,0.38533,0.0082638,0.0011075,0.0044876,0.0093201,0.0038467,0.016516,0.0015181,0.0068871,0.0088604,0.0036334,0.016043,0.0033617,0.006295,0.0018852,0.01058,0.0037413,0.0063978,0.0064822,0.0037912,0.0048221,0.014542,0.0099041,0.0022438,0.001545,0.011117,0.0099031,0.00040212,0.0066594,0.00055341,2.692e-06,0.0031631,0.0030174,0.013745,0.0028518,0.004437,0.00024218,0.0066998,0.0057508,0.008441,0.0038217,0.001734,0.0019279,0.0083843,0.0080966,0.0069064,0.0053449,0.015711,0.0075196,0.012948,0.013707,0.0020929,0.0032504,0.0080562,5.79e-05,0.0094123,0.0030653,0.014461,0.0081554,0.0044862,0.00329,0.0036258,0.0022511,0.0088406,0.0037253,0.0060849,0.014649,0.0034834,0.0073897,0.006856,0.012154,0.008309,0.0073784,0.0067086,0.002563,0.0015764,0.0028357,0.0054415,0.0060875,0.0049112,0.0083962,0.007617,0.0076442,0.00067613,0.0026199,0.011516,0.0037124,0.0049486,0.0067264,0.01358,0.0056887,0.00525,0.0065369,0.003375,0.0040578,0.0022912,0.0094427
0.0056276,0.01105,0.0078008,0.011925,0.24823,0.0049842,0.013149,0.015865,0.006733,0.0029782,0.0034185,0.0076509,0.010068,0.01054,0.0067787,0.0050417,0.0043976,0.0026272,0.016938,0.0038896,0.013094,0.013333,0.00030675,0.0083523,0.0074875,0.010868,0.0024161,0.0010512,0.012483,0.0039406,0.0011288,0.010319,0.0004355,1.1007e-05,0.006713,0.0048574,0.017961,0.00607,0.0093677,0.00016131,0.0061795,0.018366,0.0036321,0.0083552,0.0026579,0.002603,0.0061342,0.012323,0.0030878,0.0094925,0.015153,0.012032,0.0071201,0.0060805,0.0059864,0.0057328,0.007909,0.00019775,0.01133,0.0048335,0.017089,0.0067051,0.012784,0.0067007,0.0080641,0.0089243,0.0095624,0.011005,0.011003,0.0097679,0.0081337,0.01356,0.01571,0.0053902,0.016257,0.0082174,0.01301,0.012831,0.001745,0.010842,0.0038399,0.00085878,0.0094029,0.0069704,0.011107,0.0089206,0.00086624,0.00083343,0.0031976,0.0099515,0.0052355,0.010489,0.009032,0.0078902,0.0052642,0.0059865,0.0021775,0.0033408,0.0021939,0.0058827
0.0084782,0.017113,0.0085921,0.0055165,0.017205,0.063858,0.0033364,0.012279,0.013639,0.016377,0.013956,0.0094013,0.011419,0.0017185,0.010358,0.010571,0.0028817,0.0028632,0.010012,0.0072989,0.0059233,0.0094554,0.012432,0.0075577,0.010343,0.013241,0.0040054,0.0044397,0.0084047,0.0053667,0.0069661,0.0091682,0.0024426,7.5774e-06,0.011754,0.0094907,0.0077283,0.0080424,0.012765,0.0032168,0.010501,0.012382,0.012748,0.017565,0.010635,0.017042,0.0066891,0.0041765,0.0081871,0.0079099,0.0074034,0.01008,0.0056956,0.0038061,0.010322,0.0052183,0.0060775,0.00064908,0.010923,0.00337,0.0072657,0.017382,0.013912,0.0083561,0.016166,0.012306,0.010477,0.0091698,0.0099947,0.0012842,0.0046838,0.0083856,0.01121,0.013456,0.011868,0.011179,0.015008,0.014797,0.0059097,0.0073977,0.01394,0.013099,0.017422,0.013459,0.014579,0.01224,0.0031156,0.0082764,0.01234,0.012199,0.0085709,0.010156,0.0066139,0.0056032,0.011021,0.01591,0.013112,0.0043986,0.013502,0.00923
0.0076541,0.0095086,0.01513,0.0079928,0.016228,0.001193,0.18468,0.00050544,0.0097537,0.0034498,0.0032693,0.0048258,0.015834,0.010147,0.011009,0.0085177,0.0091508,0.0014774,0.016833,0.0086189,0.019332,0.012413,0.0045889,0.0075864,0.0078127,0.010728,0.0031022,0.0039296,0.012558,0.01244,0.0024825,0.0091301,0.0013188,9.6545e-06,0.013671,0.0046896,0.008179,0.0057926,0.01087,0.00068883,0.0061465,0.0080146,0.010924,0.0034031,0.0053704,0.0030742,0.014941,0.012757,0.015682,0.0070509,0.0097709,0.012722,0.0094073,0.012545,0.0055322,0.0019869,0.0025316,0.00011254,0.0045883,0.0053939,0.015601,0.0071341,0.0030767,0.0036877,0.0050569,0.0081565,0.011319,0.011019,0.0075433,0.0091451,0.0070878,0.018073,0.012568,0.012392,0.0098311,0.0029237,0.0048132,0.0099597,0.0020105,0.015702,0.0083084,0.01109,0.0026536,0.011691,0.0099963,0.014764,0.0017572,0.0029332,0.010712,0.0050039,0.0083938,0.0037665,0.017411,0.0079145,0.011359,0.015082,0.0013289,0.0038815,0.014117,0.01168
0.0082635,0.0075079,0.0076716,0.007966,0.0093964,0.002107,0.00024255,0.47337,0.0059372,0.011119,0.0033951,0.005636,0.0051422,0.0046778,0.0109,0.0013876,5.8755e-05,0.0014071,0.0071293,0.0033117,0.010391,0.0055686,0.0050339,0.010049,0.014887,0.012478,0.001727,0.00039043,0.011767,0.0073567,0.001067,0.0067664,0.00025568,6.058e-06,0.0038268,0.0035201,0.0088798,0.0068133,0.0027672,0.00028627,0.0072949,0.010161,0.0067145,0.0017888,0.0015567,0.0021028,0.003548,0.0072155,0.00772,0.0015529,0.0068466,0.012274,0.014009,0.012259,0.003861,0.0030235,0.00079584,0.00010437,0.0119,0.0019328,0.011731,0.012849,0.0047227,0.0012428,0.01037,0.0034521,0.0013594,0.0063864,0.0037469,0.0037978,0.0049834,0.001301,0.0062235,0.0058291,0.0073731,0.0066655,0.00851,0.0049042,0.00088875,0.0076742,0.0028859,0.0026028,0.0042758,0.0070562,0.0039475,0.0019386,0.00040706,0.00096026,0.0070874,0.0015129,0.010711,0.0015661,0.0054132,0.0066928,0.0051546,0.0087696,0.0017633,0.0025796,0.0015322,0.0020096
0.013543,0.00049683,0.012533,0.0073379,0.0089002,0.005223,0.010446,0.013251,0.17797,0.015525,0.0041594,0.0125,0.012117,0.007263,0.012836,0.008586,0.0019168,0.0023883,0.006589,0.0051418,0.0085952,0.014601,0.0086005,0.0020943,0.013754,0.013519,0.0016699,0.0030839,0.0056118,0.0135,0.0020593,0.008175,0.0010706,1.1918e-05,0.013832,0.0042265,0.01243,0.013051,0.01058,0.0016661,0.004139,0.0065063,0.0046035,0.011962,0.0048984,0.0040535,0.0084723,0.010781,0.0070898,0.013233,0.016383,0.0082428,0.0049766,0.008439,0.0048931,0.0018849,0.0037215,0.00014109,0.0093204,0.0042125,0.019105,0.0071905,0.013202,0.011593,0.0042824,0.0088722,0.0093435,0.0073951,0.0061409,0.0060768,0.0054487,0.0029228,0.016474,0.013572,0.0076851,0.0016189,0.011255,0.01771,0.0021794,0.013725,0.013692,0.0030456,0.0073393,0.015514,0.01098,0.015909,0.00042093,0.0040595,0.011933,0.00711,0.0070521,0.013796,0.016199,0.0068864,0.010181,0.0099475,0.0044342,0.0039554,0.0085812,0.014358
0.0037033,0.0081515,0.011351,0.014151,0.0017683,0.0028169,0.0016596,0.011146,0.0069731,0.44963,0.0011869,0.0054266,0.0038676,0.010697,0.0065652,0.0015313,0.007841,0.0016531,0.0086451,0.0025459,0.0091831,0.0045223,0.0018096,0.0053709,0.01525,0.0090634,0.00079275,0.001326,0.0025678,0.006194,0.0012529,0.0049076,0.00062075,6.1546e-06,0.0018623,0.0026471,0.0097322,0.0016207,0.0045848,0.00054273,0.0050405,0.0023912,0.0097031,0.0037386,0.001326,0.0010314,0.0095624,0.0077793,0.0039338,0.0072554,0.009316,0.012369,0.013489,0.0086331,0.0018518,0.0021146,0.0021799,5.8914e-05,0.0097804,0.0034618,0.0086767,0.0097972,0.007428,0.0035416,0.0057993,0.0053267,0.0085021,0.0075179,0.0034878,0.0041273,0.0015025,0.0066517,0.007745,0.0090483,0.0045338,0.0023033,0.01093,0.0033001,0.0008418,0.0064506,0.01044,0.0014496,0.007723,0.009662,0.015177,0.0033686,0.00028598,0.0020223,0.015145,0.0032764,0.0065978,0.0019014,0.0066903,0.0096262,0.010472,0.001469,0.0040865,0.0020946,0.0022287,0.0085864
